Type	Distance	ConditionalMI	TotalMI	ModelID	UnigramCE
REAL_REAL	1	0.08095604848	0.08095604848	9365508	7.60397033435
REAL_REAL	1	0.08097418902	0.07886159558	6444733	7.60397033435
REAL_REAL	2	0	0.07886159558	6444733	7.60397033435
REAL_REAL	3	0	0.07886159558	6444733	7.60397033435
REAL_REAL	4	0	0.07886159558	6444733	7.60397033435
REAL_REAL	5	0	0.07886159558	6444733	7.60397033435
REAL_REAL	6	0	0.07886159558	6444733	7.60397033435
REAL_REAL	7	0	0.07886159558	6444733	7.60397033435
REAL_REAL	8	0	0.07886159558	6444733	7.60397033435
REAL_REAL	9	0	0.07886159558	6444733	7.60397033435
REAL_REAL	10	0	0.07886159558	6444733	7.60397033435
REAL_REAL	11	0	0.07886159558	6444733	7.60397033435
REAL_REAL	12	0	0.07886159558	6444733	7.60397033435
REAL_REAL	13	0	0.07886159558	6444733	7.60397033435
REAL_REAL	14	0	0.07886159558	6444733	7.60397033435
REAL_REAL	15	0	0.07886159558	6444733	7.60397033435
REAL_REAL	16	0	0.07886159558	6444733	7.60397033435
REAL_REAL	17	0	0.07886159558	6444733	7.60397033435
REAL_REAL	18	0	0.07886159558	6444733	7.60397033435
REAL_REAL	19	0	0.07886159558	6444733	7.60397033435
REAL_REAL	1	0.08081263246	0.07909816842	3038284	7.60397033435
REAL_REAL	2	0	0.07909816842	3038284	7.60397033435
REAL_REAL	3	0	0.07909816842	3038284	7.60397033435
REAL_REAL	4	0	0.07909816842	3038284	7.60397033435
REAL_REAL	5	0	0.07909816842	3038284	7.60397033435
REAL_REAL	6	0	0.07909816842	3038284	7.60397033435
REAL_REAL	7	0	0.07909816842	3038284	7.60397033435
REAL_REAL	8	0	0.07909816842	3038284	7.60397033435
REAL_REAL	9	0	0.07909816842	3038284	7.60397033435
REAL_REAL	10	0	0.07909816842	3038284	7.60397033435
REAL_REAL	11	0	0.07909816842	3038284	7.60397033435
REAL_REAL	12	0	0.07909816842	3038284	7.60397033435
REAL_REAL	13	0	0.07909816842	3038284	7.60397033435
REAL_REAL	14	0	0.07909816842	3038284	7.60397033435
REAL_REAL	15	0	0.07909816842	3038284	7.60397033435
REAL_REAL	16	0	0.07909816842	3038284	7.60397033435
REAL_REAL	17	0	0.07909816842	3038284	7.60397033435
REAL_REAL	18	0	0.07909816842	3038284	7.60397033435
REAL_REAL	19	0	0.07909816842	3038284	7.60397033435
REAL_REAL	1	0.08013438433	0.07816462832	5771467	7.60397033435
REAL_REAL	2	0	0.07816462832	5771467	7.60397033435
REAL_REAL	3	0	0.07816462832	5771467	7.60397033435
REAL_REAL	4	0	0.07816462832	5771467	7.60397033435
REAL_REAL	5	0	0.07816462832	5771467	7.60397033435
REAL_REAL	6	0	0.07816462832	5771467	7.60397033435
REAL_REAL	7	0	0.07816462832	5771467	7.60397033435
REAL_REAL	8	0	0.07816462832	5771467	7.60397033435
REAL_REAL	9	0	0.07816462832	5771467	7.60397033435
REAL_REAL	10	0	0.07816462832	5771467	7.60397033435
REAL_REAL	11	0	0.07816462832	5771467	7.60397033435
REAL_REAL	12	0	0.07816462832	5771467	7.60397033435
REAL_REAL	13	0	0.07816462832	5771467	7.60397033435
REAL_REAL	14	0	0.07816462832	5771467	7.60397033435
REAL_REAL	15	0	0.07816462832	5771467	7.60397033435
REAL_REAL	16	0	0.07816462832	5771467	7.60397033435
REAL_REAL	17	0	0.07816462832	5771467	7.60397033435
REAL_REAL	18	0	0.07816462832	5771467	7.60397033435
REAL_REAL	19	0	0.07816462832	5771467	7.60397033435
REAL_REAL	1	0.08076165878	0.08076165878	3717849	7.60397033435
REAL_REAL	1	0.08069247799	0.08069247799	4745085	7.60397033435
REAL_REAL	1	0.08078001954	0.0788899512	1800495	7.60397033435
REAL_REAL	2	0	0.0788899512	1800495	7.60397033435
REAL_REAL	3	0	0.0788899512	1800495	7.60397033435
REAL_REAL	4	0	0.0788899512	1800495	7.60397033435
REAL_REAL	5	0	0.0788899512	1800495	7.60397033435
REAL_REAL	6	0	0.0788899512	1800495	7.60397033435
REAL_REAL	7	0	0.0788899512	1800495	7.60397033435
REAL_REAL	8	0	0.0788899512	1800495	7.60397033435
REAL_REAL	9	0	0.0788899512	1800495	7.60397033435
REAL_REAL	10	0	0.0788899512	1800495	7.60397033435
REAL_REAL	11	0	0.0788899512	1800495	7.60397033435
REAL_REAL	12	0	0.0788899512	1800495	7.60397033435
REAL_REAL	13	0	0.0788899512	1800495	7.60397033435
REAL_REAL	14	0	0.0788899512	1800495	7.60397033435
REAL_REAL	15	0	0.0788899512	1800495	7.60397033435
REAL_REAL	16	0	0.0788899512	1800495	7.60397033435
REAL_REAL	17	0	0.0788899512	1800495	7.60397033435
REAL_REAL	18	0	0.0788899512	1800495	7.60397033435
REAL_REAL	19	0	0.0788899512	1800495	7.60397033435
REAL_REAL	1	0.08047227935	0.08047227935	1309230	7.60397033435
REAL_REAL	1	0.08072548531	0.07876159695	7957103	7.60397033435
REAL_REAL	2	0	0.07876159695	7957103	7.60397033435
REAL_REAL	3	0	0.07876159695	7957103	7.60397033435
REAL_REAL	4	0	0.07876159695	7957103	7.60397033435
REAL_REAL	5	0	0.07876159695	7957103	7.60397033435
REAL_REAL	6	0	0.07876159695	7957103	7.60397033435
REAL_REAL	7	0	0.07876159695	7957103	7.60397033435
REAL_REAL	8	0	0.07876159695	7957103	7.60397033435
REAL_REAL	9	0	0.07876159695	7957103	7.60397033435
REAL_REAL	10	0	0.07876159695	7957103	7.60397033435
