Type	Memory	Residual	ModelID	TotalMI
REAL_REAL	0.66178290377	6.16772701755	6666933	0.66178290377
REAL_REAL	0.72131297547	6.13867276799	3087383	0.69083715333
REAL_REAL	0.66240950907	6.16710041225	1840353	0.66240950907
REAL_REAL	0.66243670377	6.16707321755	8426989	0.66243670377
REAL_REAL	0.72815409056	6.13703015272	4669518	0.6924797686
REAL_REAL	0.72833905112	6.13731460366	4405196	0.69219531766
REAL_REAL	0.66293612093	6.16657380039	3483685	0.66293612093
REAL_REAL	0.72762576937	6.13789871075	3706310	0.69161121057
REAL_REAL	0.66324178553	6.16626813579	4425326	0.66324178553
REAL_REAL	0.72397954072	6.1387964006	7180642	0.69071352072
RANDOM_BY_TYPE	0.67774605728	6.15176386404	5294019	0.67774605728
RANDOM_BY_TYPE	0.64616757301	6.18334234831	555795512	0.64616757301
RANDOM_BY_TYPE	0.63137300117	6.19813692015	5205161	0.63137300117
RANDOM_BY_TYPE	0.73110875372	6.12235776222	2305672	0.7071521591
RANDOM_BY_TYPE	0.6654893946	6.17678042962	735580	0.6527294917
RANDOM_BY_TYPE	0.67545193963	6.17132675379	981542	0.65818316753
RANDOM_BY_TYPE	0.73860237446	6.09090754686	2490374	0.73860237446
RANDOM_BY_TYPE	0.67493987402	6.1545700473	585091387	0.67493987402
RANDOM_BY_TYPE	0.66287809674	6.16663182458	191982612	0.66287809674
RANDOM_BY_TYPE	0.67125652146	6.15825339986	6109297	0.67125652146
RANDOM_BY_TYPE	0.71602003565	6.11348988567	7851521	0.71602003565
RANDOM_BY_TYPE	0.6470342288	6.19532595879	9354026	0.63418396253
RANDOM_BY_TYPE	0.66328303045	6.1736143501	7228995	0.65589557122
RANDOM_BY_TYPE	0.75323411559	6.11218723514	7635091	0.71732268618
RANDOM_BY_TYPE	0.68176854814	6.14774137318	279657395	0.68176854814
RANDOM_BY_TYPE	0.72330948587	6.13346595695	4557412	0.69604396437
RANDOM_BY_TYPE	0.6640468383	6.16546308302	615851156	0.6640468383
RANDOM_BY_TYPE	0.70115337667	6.17279822952	254143	0.6567116918
RANDOM_BY_TYPE	0.58168469266	6.24782522866	7064656	0.58168469266
RANDOM_BY_TYPE	0.72067115653	6.10883876479	7027202	0.72067115653
RANDOM_BY_TYPE	0.67389478904	6.17858802566	8279066	0.65092189566
RANDOM_BY_TYPE	0.67235607716	6.15715384416	334917804	0.67235607716
RANDOM_BY_TYPE	0.65755295927	6.17195696205	423636500	0.65755295927
RANDOM_BY_TYPE	0.62143777516	6.20807214616	5818180	0.62143777516
RANDOM_BY_TYPE	0.62167292439	6.20783699693	972974446	0.62167292439
RANDOM_BY_TYPE	0.61978409185	6.20972582947	6025480	0.61978409185
RANDOM_BY_TYPE	0.64292487868	6.2040737977	9654570	0.62543612362
RANDOM_BY_TYPE	0.69266426559	6.13684565573	422028783	0.69266426559
RANDOM_BY_TYPE	0.59025817121	6.23925175011	325967963	0.59025817121
RANDOM_BY_TYPE	0.64211662314	6.18739329818	715152675	0.64211662314
RANDOM_BY_TYPE	0.64406788694	6.1980697639	6998220	0.63144015742
RANDOM_BY_TYPE	0.64053149755	6.18897842377	4537877	0.64053149755
RANDOM_BY_TYPE	0.57745198063	6.25205794069	210179655	0.57745198063
RANDOM_BY_TYPE	0.63972130717	6.18978861415	845530013	0.63972130717
RANDOM_BY_TYPE	0.61827553439	6.21123438693	9272670	0.61827553439
RANDOM_BY_TYPE	0.6788504223	6.16477289822	5848455	0.6647370231
RANDOM_BY_TYPE	0.62271362267	6.20679629865	802499	0.62271362267
RANDOM_BY_TYPE	0.71910650149	6.14898539602	3073031	0.6805245253
RANDOM_BY_TYPE	0.6085742074	6.22093571392	70456621	0.6085742074
RANDOM_BY_TYPE	0.72896137217	6.13471363423	7206939	0.69479628709
RANDOM_BY_TYPE	0.71634193577	6.11316798555	1485827	0.71634193577
RANDOM_BY_TYPE	0.66033351631	6.16917640501	7528743	0.66033351631
RANDOM_BY_TYPE	0.68010130384	6.14940861748	9740521	0.68010130384
RANDOM_BY_TYPE	0.60521354875	6.22429637257	8416007	0.60521354875
RANDOM_BY_TYPE	0.68886409715	6.15527552429	1751256	0.67423439703
RANDOM_BY_TYPE	0.67813815748	6.15137176384	4292846	0.67813815748
RANDOM_BY_TYPE	0.63332665241	6.19618326891	802414289	0.63332665241
RANDOM_BY_TYPE	0.60296391281	6.22654600851	920349187	0.60296391281
RANDOM_BY_TYPE	0.64859617496	6.18091374636	316496136	0.64859617496
RANDOM_BY_TYPE	0.67917519514	6.18076795956	7662587	0.64874196176
RANDOM_BY_TYPE	0.67547211934	6.15403780198	198555903	0.67547211934
RANDOM_BY_TYPE	0.67407494762	6.1554349737	922276	0.67407494762
RANDOM_BY_TYPE	0.70110051825	6.16293723879	3974906	0.66657268253
RANDOM_BY_TYPE	0.69645804898	6.11676197551	6740697	0.71274794581
RANDOM_BY_TYPE	0.67097204442	6.1585378769	5003261	0.67097204442
RANDOM_BY_TYPE	0.65054133896	6.17896858236	2819284	0.65054133896
RANDOM_BY_TYPE	0.69946165694	6.14510168487	4819488	0.68440823645
RANDOM_BY_TYPE	0.72185218665	6.13054478577	7039539	0.69896513555
RANDOM_BY_TYPE	0.65097824002	6.1785316813	957657247	0.65097824002
